vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
NODE555_03	26575	4541	0	0	30514	6061	0	0	30492	8962	0	0
NODE556_01	0	2403	0	0	0	2924	0	0	0	3543	0	0
NODE556_02	0	3587	0	0	0	3322	0	0	0	3176	0	0
NODE556_03	126249	9296	0	0	130998	12948	0	0	121572	21004	0	0
NODE556_04	3442	0	0	0	4429	0	0	0	4455	831	0	0
NODE557_01	4239	0	0	0	4648	0	0	0	5061	1072	0	0
NODE558_01	4431	1083	0	0	3984	0	0	0	4270	2379	0	0
NODE558_02	5855	0	0	0	6993	0	0	0	7227	1020	0	0
NODE559_01	7988	0	0	0	6973	0	0	0	7414	1467	0	0
NODE56_01	14738	8927	0	0	16474	10757	0	0	15812	13164	0	0
NODE56_02	0	16235	0	0	0	12882	0	0	0	10336	0	0
NODE560_01	36185	3626	0	0	37760	5870	0	0	38646	6467	0	0
NODE560_02	5081	1152	0	0	5496	1519	0	0	5693	2313	0	0
NODE561_01	0	4609	0	0	0	3325	0	0	0	3068	0	0
NODE562_01	28753	11578	0	0	27456	13552	0	0	22555	16752	0	0
NODE562_02	12352	0	0	0	13296	0	0	0	10554	0	0	0
NODE563_01	0	2653	0	0	0	2677	0	0	0	1726	0	0
NODE563_02	8416	0	0	0	6543	0	0	0	7856	0	0	0
NODE564_01	12935	2006	0	0	12298	2234	0	0	14521	5023	0	0
NODE565_01	0	7688	0	0	0	9746	0	0	0	10347	0	0
NODE567_01	0	13224	0	0	0	9287	0	0	0	5177	0	0
NODE568_01	63446	5427	0	952	75844	7219	0	0	81099	16801	0	1219
NODE569_01	0	3453	0	0	0	4926	0	0	0	6437	0	0
NODE569_02	0	3261	0	0	0	3422	0	0	0	5393	0	0
NODE569_03	8812	0	0	0	10374	0	0	0	8637	956	0	0
NODE57_01	0	1761	0	0	0	2890	0	0	0	3725	0	0
NODE57_02	0	0	181248	18123	0	0	170210	21790	0	0	183708	20100
NODE57_03	0	0	1986	1663	0	0	2180	1850	0	0	2193	1700
NODE57_04	0	0	1014	4684	0	0	896	3748	0	0	0	3370
NODE570_01	0	3522	0	1347	0	2667	0	0	0	2214	0	0
NODE570_02	13579	22712	0	0	13440	26911	0	0	11626	29954	0	0
NODE573_01	0	4672	0	0	0	3380	0	0	0	3400	0	0
NODE574_01	0	4620	0	0	0	3533	0	0	0	2215	0	0
NODE574_02	10010	0	0	0	9435	0	0	0	10350	2180	0	0
NODE575_01	5131	0	0	0	3207	0	0	0	4232	1067	0	0
NODE575_02	5262	0	0	0	4997	0	0	0	5184	0	0	0
NODE576_01	10369	2595	0	0	10419	3261	0	0	10267	5707	0	0
NODE577_01	2773	991	0	0	1665	0	0	0	3528	3003	0	0
NODE577_02	0	4214	0	0	0	3899	0	0	0	3507	0	0
NODE577_03	9310	0	0	0	7330	0	0	0	8508	0	0	0
NODE578_01	0	4440	0	0	0	0	0	0	0	0	0	0
NODE58_01	0	5448	0	0	0	4618	0	0	0	3055	0	0
NODE580_01	0	6703	0	0	0	7110	0	0	0	7060	0	0
NODE580_02	7531	0	0	0	7453	0	0	0	7735	0	0	0
NODE580_03	5221	0	0	0	5438	0	0	0	4430	0	0	0
NODE581_01	0	2759	0	0	0	2573	0	0	0	3164	0	0
NODE581_02	12095	974	0	0	13662	1467	0	0	11109	2543	0	0
NODE581_03	31065	3265	0	0	31079	5072	0	0	31922	5378	0	0
NODE582_01	0	4179	0	0	0	3663	0	0	0	3496	0	0
NODE584_01	0	2687	1089	1869	0	2696	1206	1592	0	1919	0	1514
NODE585_01	0	16128	0	0	0	15617	0	0	0	13514	0	0
NODE585_02	1106	3870	0	0	0	4293	0	0	0	5288	0	0
NODE586_01	5781	2599	0	0	6252	3669	0	0	5199	4422	0	0
NODE586_02	3547	0	0	0	3363	0	0	0	2684	0	0	0
NODE588_01	31643	2450	0	0	32488	3448	0	0	30015	6853	0	0
NODE588_02	0	1894	0	0	0	1347	0	0	0	0	0	0
NODE589_01	0	5892	0	0	0	4266	0	0	0	3515	0	0
NODE59_01	26963	2145	0	0	27060	3203	0	0	25652	5100	0	0
NODE59_02	5667	851	0	0	6247	0	0	0	5999	2207	0	0
NODE59_03	0	0	1310	4560	0	0	2549	5093	0	0	3205	14554
NODE590_01	0	3287	0	0	0	3614	0	0	0	3738	0	0
NODE591_01	0	8066	0	0	0	9060	0	0	0	7983	0	0
NODE592_01	0	6151	0	0	0	5472	0	0	0	3646	0	0
NODE592_02	12404	1186	0	0	12357	0	0	0	11032	2616	0	0
NODE592_03	3739	0	0	0	2017	0	0	0	3630	1300	0	0
NODE593_01	0	4282	0	0	0	2450	0	0	0	1972	0	0
NODE594_01	0	26758	105199	21431	0	21139	121887	25770	0	15613	114272	25355
NODE594_02	11565	0	0	0	10447	0	0	0	11592	0	0	0
NODE596_01	0	3719	0	0	0	3652	0	0	0	3223	0	0
NODE596_02	6699	2234	0	0	7026	2447	0	0	6493	5542	0	0
NODE597_01	51994	21486	764	1571	50844	24560	0	1126	42087	34978	0	0
NODE599_01	15473	2259	0	0	16740	2905	0	0	16241	3939	0	0
NODE599_02	4202	0	0	0	3821	0	0	0	4093	0	0	0
NODE6_01	0	8843	0	0	0	7805	0	0	0	11481	0	0
NODE6_02	18585	0	0	0	18089	0	0	0	15143	0	0	0
NODE6_03	17635	0	0	0	17788	0	0	0	14568	0	0	0
NODE6_04	0	13510	0	0	0	10066	0	0	0	6175	0	0
NODE6_05	17289	0	0	0	16547	0	0	0	14036	0	0	0
NODE60_01	12479	1806	0	0	13025	2271	0	0	13968	4569	0	0
NODE60_03	0	0	2628	7666	0	0	2612	6713	0	0	2177	6012
NODE60_04	0	4676	0	0	0	3105	0	0	0	2245	0	0
NODE60_05	0	0	16980	19451	0	0	11593	16727	0	0	12187	16014
NODE60_06	0	0	2204	1968	0	0	2472	2371	0	0	2535	2072
NODE600_01	0	3080	0	0	0	2496	0	0	0	1854	0	0
NODE601_01	0	9860	0	0	0	8129	0	0	0	8166	0	0
NODE601_02	5333	1710	0	0	6176	1885	0	0	6332	2690	0	0
NODE602_01	0	3531	0	0	0	2783	0	0	0	1964	0	0
NODE602_02	4279	637	0	0	3672	0	0	0	4369	1847	0	0
NODE604_01	0	1924	0	0	0	2785	0	0	0	3116	0	0
NODE604_02	4922	0	0	0	5162	0	0	0	5229	0	0	0
NODE604_03	5292	0	0	0	4027	0	0	0	3510	0	0	0
NODE605_01	4123	3006	0	0	4695	3620	0	0	4393	4626	0	0
NODE605_02	5520	1381	0	0	6081	1680	0	0	6601	2787	0	0
NODE606_01	0	2817	0	0	0	3080	0	0	0	2624	0	0
NODE607_01	4080	0	0	0	4056	0	0	0	3715	1039	0	0
NODE608_01	4617	6402	0	0	5067	8212	0	0	4997	10731	0	0
NODE61_01	70886	4973	0	1689	76996	6484	0	1374	80184	11331	0	1659
NODE61_02	2026	42771	0	0	0	45098	0	0	1553	45227	0	0
NODE61_03	0	0	2683	12200	0	0	2279	10207	0	0	3006	12172
NODE61_04	0	0	2060	6217	0	0	2388	5902	0	0	1983	6251
NODE61_05	0	8033	0	0	0	7332	0	0	0	9977	0	0
NODE61_06	0	0	14646	32361	0	0	12383	27540	0	0	13958	26855
NODE61_07	5947	0	0	0	5680	0	0	0	4304	0	0	0
NODE610_01	0	8088	0	0	0	7539	2842	0	0	5839	0	0
NODE610_02	4978	1539	0	0	5246	2357	0	0	5548	2569	0	0
NODE612_01	0	2169	0	0	0	2557	0	0	0	4249	0	0
NODE614_01	0	5139	0	0	0	2756	0	0	0	2562	0	0
NODE615_01	0	2862	0	0	0	2667	0	0	0	1912	0	0
NODE615_02	5219	1497	0	0	4523	2186	0	0	5645	3024	0	0
NODE616_01	0	1876	0	0	0	1706	0	0	0	3033	0	0
NODE617_01	0	2778	0	0	0	3795	0	0	0	2840	0	0
NODE618_01	4739	868	0	0	3183	0	0	0	4570	2381	0	0
NODE619_01	0	6530	0	0	0	7167	0	0	0	5729	0	0
NODE62_01	12429	5103	0	0	12120	8497	0	0	12314	11518	0	0
NODE62_02	0	0	9507	7060	0	0	7202	7703	0	0	5994	3360
NODE62_03	3582	8536	0	0	3175	10958	0	0	3312	15871	0	0
NODE62_04	0	0	3231	11439	0	0	2571	9101	0	0	2682	8764
NODE62_05	0	0	1020	6902	0	0	793	5803	0	0	0	6171
NODE621_01	0	33494	0	0	0	23761	0	0	0	18480	0	0
NODE621_02	5952	0	0	0	5701	0	0	0	5389	2225	0	0
NODE622_01	5896	884	0	0	5098	0	0	0	5953	1412	0	0
NODE624_01	0	2682	0	0	0	2019	0	0	0	1055	0	0
NODE625_01	5148	1571	0	0	4864	2066	0	0	4911	2709	0	0
NODE626_01	3906	0	0	0	2807	0	0	0	3079	0	0	0
NODE627_01	0	2878	0	0	0	4831	0	0	0	4610	0	0
NODE627_02	0	3458	0	0	0	2728	0	0	0	2236	0	0
NODE628_01	13284	2459	0	0	13701	3552	0	0	12639	4437	0	0
NODE628_02	0	3623	0	0	0	2652	0	0	0	2667	0	0
NODE629_01	1350	3255	0	0	1501	3684	0	0	1365	4418	0	0
NODE63_01	1894	8994	0	0	1788	9281	0	0	1462	10469	0	0
NODE63_02	0	0	4014	7828	0	0	3772	7715	0	0	4423	6329
NODE630_01	0	2818	0	0	0	3167	0	0	0	2449	0	0
NODE630_02	4276	0	0	0	3475	0	0	0	4135	1973	0	0
NODE630_04	14620	2311	0	0	13434	2363	0	0	16294	5529	0	0
NODE631_01	0	2519	0	0	0	3044	0	0	0	2576	0	0
NODE632_01	7362	0	0	0	5087	0	0	0	6360	0	0	0
NODE634_01	0	3121	0	0	0	2120	0	0	0	1621	0	0
NODE634_02	7786	0	0	0	8596	0	0	0	6937	0	0	0
NODE635_01	7102	982	0	0	5925	0	0	0	7193	1854	0	0
NODE636_01	10988	0	0	0	11766	0	0	0	11768	1194	0	0
NODE637_01	5745	919	0	0	5791	0	0	0	5918	1964	0	0
NODE64_01	1833	40707	0	0	0	44558	0	0	0	41312	0	0
NODE64_02	0	4307	0	0	0	4691	0	0	0	3895	0	0
NODE64_03	5804	2008	0	0	5330	2117	0	0	5817	3574	0	0
NODE641_01	0	17051	0	0	0	13809	0	0	0	12276	0	0
NODE641_02	9150	1786	0	0	9448	1644	0	0	8821	2472	0	0
NODE642_01	8346	755	0	0	9390	0	0	0	7487	1681	0	0
NODE643_01	1596	3578	0	0	1550	4234	0	0	0	3840	0	0
NODE643_02	5970	0	0	0	6398	0	0	0	7437	0	0	0
NODE644_01	7291	0	0	0	7136	0	0	0	6692	1428	0	0
NODE645_01	0	3006	0	0	0	3399	0	0	0	2162	0	0
NODE645_02	9163	9158	0	0	10315	12637	0	0	10121	13577	0	0
NODE646_01	0	2975	0	0	0	2576	0	0	0	3131	0	0
NODE647_01	6675	1513	0	0	6557	1660	0	0	5066	2765	0	0
NODE648_01	6214	1394	0	0	7784	1601	0	0	7807	3107	0	0
NODE649_01	6123	0	0	0	7007	0	0	0	5621	0	0	0
NODE65_01	8331	271783	14729	8272	5584	268797	16957	10328	6316	233478	16503	10094
NODE65_02	8798	0	0	0	8526	0	0	0	9099	1791	0	0
NODE650_01	0	4743	0	0	0	3458	0	0	0	2553	0	0
NODE652_01	0	4679	0	0	0	5759	0	0	0	4176	0	0
NODE652_02	5792	2065	0	0	5642	2123	0	0	6419	3561	0	0
NODE654_01	8203	630	0	0	10421	1505	0	0	6956	1820	0	0
NODE655_01	0	2704	0	0	0	2355	0	0	0	2123	0	0
NODE656_01	3367	0	0	0	3440	0	0	0	3182	0	0	0
NODE657_01	10973	1700	0	0	10220	1787	0	0	12027	3348	0	0
NODE658_01	25277	3756	0	0	22539	4622	0	0	27263	9991	0	0
NODE659_01	0	3042	0	0	0	3392	0	0	0	2555	0	0
NODE66_01	0	0	3273	6501	0	0	2934	4989	0	0	3572	6120
NODE66_02	44035	1285	0	0	44771	2534	0	0	39076	4742	0	0
NODE66_03	0	0	3391	4822	0	0	2377	5240	0	0	2644	3241
NODE661_01	5510	0	0	0	6383	0	0	0	5218	0	0	0
NODE662_01	0	3279	0	0	0	2203	0	0	0	1955	0	0
NODE664_01	11405	892	0	0	11641	0	0	0	11622	2048	0	0
NODE665_01	4284	5668	0	0	4515	5571	0	0	4232	9683	0	0
NODE665_02	7838	0	0	0	7088	0	0	0	7004	0	0	0
NODE666_01	0	8150	0	1223	0	5319	0	0	0	5875	0	0
NODE666_02	3719	899	0	0	3909	0	0	0	4267	1716	0	0
NODE667_01	3611	0	0	0	3293	0	0	0	4049	0	0	0
NODE667_02	9542	1569	0	0	9566	0	0	0	10532	3515	0	0
NODE67_01	0	0	15046	44188	0	0	11304	35041	0	0	12908	38417
NODE67_02	0	4627	0	0	0	2823	0	0	0	2145	0	0
NODE670_01	30264	4180	0	0	30659	6007	0	0	31141	9121	0	0
NODE670_02	6479	994	0	0	6697	0	0	0	6948	1538	0	0
NODE671_01	4217	0	0	0	3409	0	0	0	3660	968	0	0
NODE672_01	6217	0	0	0	5748	0	0	0	5591	1739	0	0
NODE673_01	4651	0	0	0	3743	0	0	0	4531	0	0	0
NODE676_01	4808	0	0	0	4816	0	0	0	4296	0	0	0
NODE677_01	3594	0	0	0	4365	0	0	0	4070	1624	0	0
NODE678_01	25745	3312	0	0	29324	4678	0	0	29227	6870	0	0
NODE678_02	4378	0	0	0	3571	0	0	0	2882	0	0	0
NODE679_01	5082	0	0	0	5174	0	0	0	5449	1463	0	0
NODE68_01	7012	5626	0	0	7487	7299	0	0	8196	10701	0	0
NODE68_02	0	0	9068	31567	0	0	9723	27868	0	0	8484	23720
NODE68_03	0	0	0	5407	0	0	0	4540	0	0	0	4132
NODE680_01	4361	0	0	0	4066	0	0	0	7180	1772	0	0
NODE684_01	15093	0	0	0	12626	0	0	0	16761	1319	0	0
NODE684_02	5211	0	0	0	5333	0	0	0	5044	0	0	0
NODE685_01	5489	0	0	0	5630	0	0	0	4589	1440	0	0
NODE685_02	5249	0	0	0	4752	0	0	0	5560	1688	0	0
NODE686_01	49137	3047	0	0	53695	4597	0	0	56370	6449	0	1110
NODE688_01	5355	0	0	0	4947	0	0	0	4871	0	0	0
NODE688_02	11569	1833	0	0	13174	2801	0	0	12873	3194	0	0
NODE688_03	3893	980	0	0	4640	1339	0	0	4004	2328	0	0
NODE689_01	8126	1735	0	0	8654	2086	0	0	8498	2644	0	0
NODE689_02	9789	0	0	0	10977	0	0	0	8175	0	0	0
NODE69_01	0	9295	0	0	0	9688	0	0	0	12579	0	0
NODE69_02	0	0	2845	4635	0	0	2501	3665	0	0	2596	4372
NODE69_03	22814	1855	0	0	23378	2986	0	0	22674	4293	0	0
NODE69_04	0	0	1090	4196	0	0	927	3527	0	0	840	3274
NODE690_01	3566	0	0	0	5042	0	0	0	3817	0	0	0
NODE691_01	3781	0	0	0	2667	0	0	0	3906	925	0	0
NODE697_01	4635	0	0	0	3722	0	0	0	5157	0	0	0
NODE698_01	16141	1146	0	0	17469	0	0	0	18964	2864	0	0
NODE7_01	6235	7693	0	0	5283	10348	0	0	6446	14085	0	0
NODE7_02	5456	7077	0	0	4484	9615	0	0	5404	12462	0	0
NODE7_03	0	0	3334	1842	0	0	3819	2352	0	0	5528	2588
NODE7_04	0	0	3277	14067	0	0	3175	17365	0	0	3896	19608
NODE7_05	0	0	2647	29257	0	0	2778	34766	0	0	2824	35585
NODE70_01	0	10574	0	0	0	7410	0	0	0	3700	0	0
NODE70_02	5796	50543	0	0	5413	65790	0	0	5080	62146	0	0
NODE70_03	0	0	1776	5775	0	0	1704	4703	0	0	1621	5289
NODE70_04	0	0	15544	37944	0	0	13090	29336	0	0	14764	29138
NODE70_05	5990	907	0	0	5078	0	0	0	5408	1893	0	0
NODE700_01	5882	0	0	0	4408	0	0	0	4796	0	0	0
NODE701_01	9265	327727	285757	219593	5752	282992	314735	278612	7677	235587	328494	258440
NODE709_01	3569	0	0	0	3161	0	0	0	3148	0	0	0
NODE71_01	7916	269468	14486	7900	5412	261278	16791	10200	6162	225890	15783	10671
NODE71_02	8942	919	0	0	9084	0	0	0	8930	2355	0	0
NODE71_03	0	0	1869	0	0	0	2415	0	0	0	2878	0
NODE714_01	18421	981	0	0	20533	0	0	0	20839	2998	0	0
NODE715_01	5070	0	0	0	4971	0	0	0	5663	1605	0	0
NODE718_01	6766	0	0	0	6766	0	0	0	7650	0	0	0
NODE72_01	1463	5949	0	0	1582	7091	0	0	0	8609	0	0
NODE72_02	0	0	5666	7323	0	0	4705	5652	0	0	5139	5830
NODE72_03	26294	6379	0	1792	19366	11699	0	1425	21277	8675	0	1148
NODE72_04	11056	1519	0	0	10294	2304	0	0	9426	4021	0	0
NODE721_01	3974	0	0	0	3440	0	0	0	4061	0	0	0
NODE725_01	13122	0	0	0	12489	0	0	0	10318	0	0	0
NODE728_01	7395	884	0	0	8181	1746	0	0	7599	1747	0	0
NODE73_01	0	2251	27745	73090	0	0	23603	55949	0	0	23262	54481
NODE73_02	11202	1794	0	0	11179	2488	0	0	11109	5104	0	0
NODE73_03	0	3899	0	0	0	4320	0	0	0	3269	0	0
NODE73_04	9980	1461	0	0	9211	1596	0	0	10973	3462	0	0
NODE730_01	3700	0	0	0	3092	0	0	0	3191	0	0	0
NODE731_01	96718	8012	0	0	97962	10651	0	0	85553	19777	0	0
NODE734_01	5901	1686	0	0	5690	2274	0	0	5641	2727	0	0
NODE737_01	4666	0	0	0	4644	0	0	0	4516	993	0	0
NODE738_01	9724	344013	249415	183746	6208	299150	276373	226382	8385	252164	288875	217520
NODE74_01	1713	38943	0	0	0	41628	0	0	0	39956	0	0
NODE74_02	17724	0	0	0	17820	0	0	0	15347	1774	0	0
NODE74_03	0	0	6806	40159	0	0	5504	31529	0	0	6462	34686
NODE741_01	10032	3533	0	0	10967	4028	0	0	10311	4943	0	0
NODE743_01	3582	0	0	0	3089	0	0	0	2215	0	0	0
NODE75_01	0	15812	0	0	0	12249	0	0	0	14924	0	0
NODE75_02	0	0	4327	3113	0	0	3714	2761	0	0	3890	2564
NODE75_03	0	0	20412	7996	0	0	18603	7792	0	0	21765	7125
NODE758_01	11220	0	0	0	12444	0	0	0	13378	0	0	0
NODE759_01	10188	1675	0	0	10840	2729	0	0	11388	3748	0	0
NODE76_01	0	5399	0	0	0	4098	0	0	0	4687	0	0
NODE76_02	10752	1587	0	0	10046	1997	0	0	10113	3279	0	0
NODE76_03	0	0	2320	8160	0	0	2030	6266	0	0	2127	5970
NODE76_04	53234	1604	0	0	56758	2519	0	0	56900	3525	0	0
NODE760_01	10020	0	0	0	10874	0	0	0	12212	1047	0	0
NODE769_01	4809	878	0	0	4344	0	0	0	4683	1826	0	0
NODE77_01	10971	3799	0	0	12715	5997	0	0	11838	7050	0	0
NODE77_02	0	0	3251	13521	0	0	3093	16331	0	0	4050	18891
NODE77_03	0	0	1851	7186	0	0	1571	5694	0	0	1566	5764
NODE77_04	8230	0	0	0	8072	0	0	0	8476	1126	0	0
NODE77_05	20543	2109	0	0	21702	3120	0	0	21223	4922	0	0
NODE770_01	21872	0	0	0	23408	0	0	0	19284	0	0	0
NODE772_01	5228	0	0	0	5387	0	0	0	5074	1480	0	0
NODE774_01	14689	1738	0	0	12939	2329	0	0	11167	3655	0	0
NODE775_01	4266	1287	0	0	3742	0	0	0	4042	2397	0	0
